Text,Target
@DeuceWT That is the CUTEST puppy ,4
Ready for a nice relaxing sunday afternoon ,4
"@AniinhaGriffin Love you too +.+, Little Poynter. Happy #Poynterday! ",4
This weather calls for day drinking!!! At the CUBS game with my buds ,4
@rocuronium your coach must be a total hardass  who is he?,4
woke up hearing ship fog horns. ...or maybe it was just his cell phone on vibrate? ,4
home..playing some texas hold'em ,4
@MCRsavedMilife its not really morning but i got up a few min ago ,4
@gograhamgo i'll slow down ,4
@yuliakatkova I love it!  Cool Twitter cup!! ,4
"&quot;We are the Betas, Betas, Betas. We are the Betas, Betas, Betas. We are the boom, boom, boom, BETAS!&quot; - Stomp the Yard ",4
Its the simplest things that make me smile ,4
"Back from church-66 degrees out-hung laundry out on line-Hoping it might get a little warmer out!! Yay, I see some sunshine!!!   ",4
hanging out at the casa...i refused to help vaccinate the goats this weekend. ,4
"@jodywatley My pleasure  Shine on, Lady Watley.",4
"Boot drive recovered (&lt;8 months old), cloned to new drive. Installed Vista SP2 (I'm a TechNet subscriber) in under 25 mins. Good to go. ",4
Shopping Againn  Got Rong Size Shoes Tho  Goin 2 Cinrema Wit my Niece 4 HM ... Ttyl xxx,4
"Just getting back from my run, man it is so nice outside today Yeah  Everyone enjoy your day today",4
Listening to Carrie underwood! love her! ,4
@harbonaut really?! Bah! Dick head ,4
"@Funkagenda ahh, you want it to be like the minimal 0f 70s . Then, you just go and dress like Luke Skywalker in Star Wars,70s but not ",4
@steepster sounds great! ,4
@ErinKylie the runaways are cooler  so is x23,4
Applesauce is delicious. I wonder how many car alarms go off a day in Hartford. I also wonder how much longer I can distract myself ,4
@Larissa_Ione Just that Twitter makes it so easy for people to respond quickly makes the world all right in my book. ,4
@GeoBlogs  I remember our brief chat well because you were the only person who had any clue about blogs ,4
"@shellykramer You got it, Bossa ",4
The clouds are parting... Almost ready to go for a ride to the coast and watch the waves break! Maybe home through Guerneville! ,4
"@IsaacHayes3 it didn't!!!! Hahahahahahaha!!! I hate I missed it, man, I know it as funny as hell ",4
@insearchofnkotb Yay!  I will be glued to my blackberry.  Ya'll have my number too!  ,4
@jbtamayo Thanks very much ,4
"@christft http://twitpic.com/4hiyh - aww, this picture is so cute  Hope is stops for the time you start playing! ;)",4
@sarahhaigh erm no.. haha just finshed watching 90210  xoxo,4
"@Jordanyup Good morning guy  have a nice day, God bless",4
"off to do some homework then lie in the sun!  , met a very attractive boy named colby at work today!",4
Busy week-end  not much time to tweet...have a great sunday  for me it's family day ,4
up &amp; at 'em at nearly the crack of dawn; 10 a.m. coffee required or my energy's gone!  ,4
Just woke up.  Hauent slept like that in foreuer.  ,4
@mandy_s NOW THAT IM FOLLOWING YOU SEXY!  xxx,4
@Hamishthebrave I think the part I really like is no one in the US knows how to properly say the name. ,4
"has quite a few tasks to accomplish today... but, i think i'm gonna knit for a while instead.  now, what movie to watch while knitting?",4
@twinparents that will be Noggin for 400 Alex! lol ,4
@jtunny you're back playing with drupal! Nice  people have moved on to 6.x now though ;),4
everyone follow @chloe_carolinex  if u do i'll give yu a big twug  (twitterhug),4
"Covered the basics on here, got Nfl network, espn, all my sports updates and maybe a little poker!! ",4
Male acquaintance of mine won the Derby pool at work. I get to reap the benefits  And got new shoes.,4
"@calvinharris @lilyroseallen!  And me, obviously.",4
wow only got 3 weeks (14 days) left of school! thats come quickly ,4
heading to Napa for brunch...I feel like a celebrity haha especially since I am updating my twitter on my cell phone ,4
Your my Wonderwall ,4
I think it's pretty impossible to love Gregg anymore than I do right now. ,4
Washed dre dre this morning now headed to jordans with d to swimmm yay ,4
@lemonstarbursts yes cause im a man utd fan. ,4
@RealityTVBuzzz Keisha Cole &quot;the way it is&quot; Freakie be wildn on there! ,4
Just got a hey monday shirt ,4
@Shallowlikeyou It's all good. Just think smiley faces ,4
@LittleFletcher aww i love that film! haha   can i come watch it too? xx,4
On the ride home. Hour one of eight. ,4
"@rachel_joy Hope you had a good night at Calvin Harris, even though you didn't see me!  Lol x",4
is going downtown with her bestfriend in about an hour ,4
going out for pizza and beer! ,4
@emzyjonas  ok  do you have msn?,4
twitter #search operators http://search.twitter.com/operators. this one's oO: movie -scary ,4
@getsquiby I think it would be raelly nice if we could follow artists and be alerted whenever they create a new adoptable. ,4
watching telly ,4
"about to go to church  i cant find my phone, this really sucks.",4
"@ron_weasley Ron, it's just a video someone made for you. I find it personally sweet ",4
"@domvoon them and sunderland, joke football clubs! ",4
klutzy groceries ,4
"tonight= parents meeting and then Olympians, working that stuff, Olympian Jeopardy tonight again  They LOVE that!!!",4
"@the_real_nash from Santa Clara, we already christened you!!! dont go ",4
@kennbell haha.... yeah. don't try that either. They should make a PSA about things like this. The public has the right to know! ,4
@tommcfly  hAve A gReat shOW guys rock the HOuse  as my bday present !!!,4
I guess I should have said factory not plant ,4
@iyaitssuzanne yeah  them all did ,4
@sinosoul You can pick up some carbon credits.  ,4
@smashley_ashley yes phonecall!!!!!!  If I don't answer I am in the shower.  But I will call you right back!!!  &lt;3,4
@KLSoltis with the reality being you guys are a mess ,4
The weather is g-r-o-s-s today. Writing my last college paper ever. ,4
@TheRealBillyRay Love the MiLife. Very nice play on words. ,4
is inspired to continue spreading God's love to the families and friends of E8!  - http://tweet.sg,4
@ashanlever apparently.  ,4
"Despite rain and cold, had great fun at the Flying Pig this a.m. Fun to cheer evry1 on and not actually run myself ",4
"Danced my butt off last nite, slightly hurting this am...attempting to go work out, lets see if this works!  ",4
@Lylagirl I don't think Lakers will give Hou. 2 games. I say Lakers in 5. If Artest pisses KB off w/ his stupidity then I say LA in 4 ,4
RED SOX GAME @ 1:3o....lets kick some gay fish ass ,4
Worship was amazing.  ready for my second kids life. Yay!,4
Is out to shop/gossip/giggle  all day with Dominika ,4
just got home ,4
@kirstiealley You are my favourite person to 'follow' now.  Where are we goin' next?  ,4
@RQOCJD Um....maybe I'll post later today. idk. Perhaps ,4
i too am in love with twitter @ElkyH and I DIDN'T FORCE YOU TO THROW IT AT THE WALL... i merely suggested it ,4
@gunslinger1999 Never too late ,4
"well i gave in didnt i, she got what she wanted, took ages to find the place.. over all was a good day and was worth it  xx",4
Going 2 clean my car ,4
"@SteveSaenz oh, I'm doing fine, thx for asking. My tweets would consist of turned to my left, turned to my right - I'm missing work! You? ",4
Fantastic day outside!  Getting some sun ,4
@sezykins Good evening  How has you're day been?,4
"@pinksugacupcake true indeed, understood, but....didn't wanna get threads FROM Italy too  HA luv ya so so very much ",4
"@madnessisay heh, know what GaTech girls say about UGA? not much, because there are so damn few of them ",4
"@TwiNews_Mickeyd maybe, i'm not sure yet, but we might be going back to bella's house tomorrow, to see if they're filming there still ",4
"enjoying Casually Hardcore on WoW Radio, Coffee, Daily Grinding and the normal Sunday Ritual. ",4
@tyleruoe Just come to long island and sell CDs  haha the rain already passed hereee.,4
wow! i�m not . . . i�ll give it her on thursday  i don�t know . . .                  I WANT TIWILIGHT! and rob should be right next to me!,4
"strep throat? Oh blah, i'm built ford tough ",4
Tries his best but thinks he can do better. Next Year la ,4
Yeeeew **I'm yours**just came on. ,4
@raymondvegas LOVE the Titanic.  ,4
eastsides with my best friend  http://twitpic.com/4hlqf,4
"were home, and the little girl just had a splash fest in the tub to get rid of some of that extra energy from being stuck in the stroller ",4
taking a nap. Cause im bored. Had a rough day yesterday but it ended good ,4
Making cookies! Anybody want some ,4
nothing will come between me and God. I desire more! He's requiring more of me ,4
@csegismundo aww you're very welcome  Have a wonderful birthday!!,4
Omg im in jamies bed and she doesent even notieced i left   ,4
"@LoveLene LOL!!! Whatever!!! You are NOT flat, crazy lady!! ",4
Dgringolocor Darling. Mi guapo.  Do call sometime. We have much to talk about (both present and past..  ),4
"ah -- that's an old idea and  already sounds top-down, centralized, academic in it's obviousness  Google sleep tight ",4
@dougiemcfly its coffee  great show in hammersmith loved your purple trousers!!!,4
@asialakay LOL my day was spent doing wat i love! yay! u have a nice day though ,4
is getting more and more excited for going to Egypt! ,4
Watching Supercross mx lites on ABC ,4
"also, it is amazing outside! finally warm and sunny  moving out and going shopping later ",4
wants to get a new phone! ,4
"@enoch7thprophet no, but still nice 2 meet u. ",4
"@monarchlibrary well, I tend to agree, but maybe the costume wearing would help!!  Then again, maybe not!!     ha, ha",4
"@Dougrea Yeeeeehaaaaa my son does our dishes and cleans, daughter does vacuuming and scrubs bathtubs. Thank God for kids. ",4
"@youngavenger There is no place for such a thing! Well, without murder. If you elect to kill something, we can get a blueberry bush. ",4
goin to the beach ,4
"is gone to gymnastics, then chilling with Jake! ",4
finally home &amp;&amp; out the rain; gloomy day out guess I'll jus sit home &amp;&amp; watch movies &amp;&amp; eat popcorn all dayy ,4
"@RQOCJD Haha, I think I will ",4
excited for the new series of the hills on tonight  i just watched the previews on bebo and god it looks so awesome,4
#Nadal is doing it again. Novak is stuck making impression to collect the runner up check ,4
"@mashable Nice, but it looks like they missed &quot;Pingle&quot; which is my favorite, inexpensive Ping.FM app that does it all!  ",4
Took some new pics for my sis  ,4
"And I still love to wash in your old bathwater, you make me think that you couldn't love another. (guess the song  )",4
?????????? ?????        IN THE TORA LESSON,4
@OhMishka Oh yes! Are you on Facebook? I have an entire photo album of myself wearing my polos. It's called Polos on Parade! ,4
Research and planning instead of brunch and mimosas. ,4
Yes i did get tweet deck lol im getting the hang of it ,4
@EyeOnNewz your welcome ,4
Right away to Benven for food  I look like an advertisment for Monsoon ahah ,4
Gorgeous day to be out and about in Toronto! ,4
listenin to some BMTH! talkin to muh girly ,4
today is my mommy's birthday  now im going to find food,4
Just woke up on this beautiful AZ morning after a fun girls night with KJ...and remembering that everything happens for a rerason ,4
"Just had Ice Cream at Sully's and a great walk with good friends, now time for BBQ and Halo ",4
"@aplusk either a movie set or gonna eat at Teds!! LOL BY THE WAY HAPPY SUNDAY, hope  your enjoying your day with ur fam! ",4
Just got home from a long drive back from London. Worth it tho. Got to see my buddy H and Pink @ O2 last night! Good times! ,4
"I'm now streaming Live at Justin.tv, check it out. Register and say Hi in the chat.  www.justin.tv/ausr?83",4
@Pete_Brown it runs on a mutated version of Graffiti CMS ,4
@whisperygenie what's noorul done?? Do tell. I need some gossip ,4
Since 40 min. at home from VCFe. Thanks to #stiefkind for this cool weekend.  I enjoyed it very much. Next year I'm in munich again. ;),4
@ciararyandreams i want that  i love that word ,4
"@ctham You can send an email to Printeet.com, they can handle it better ",4
"Yeah, I get how wierd that tweet just sounded. &amp; yes, I also get how sad I am. ",4
"@blackfonzie well done sir, well done....now about that marathon? ",4
@Pink  It's actually very funny ,4
@RickyBee I like the red... Bogle in Clarksburg or Wente are good! Come to CA! ,4
@joshtastic1 peachy keen.thanx stop bullying @nuttychris thats @nessie111 &amp; @ComedyQueen job as his twitter sisters.lol haha ,4
@butchwalker good fucking point as usual ,4
quoting a friends facebook status update:  &quot;ever wonder what kind of folks drink Evian? Try spelling it backwards.&quot; ,4
@iluvtomd1 Can I come over too?!?! ,4
Watching Recess with Coby  then lunch with my parents...then another lunch date with Babydaddy? *shrugs*,4
"@smashley_ashley ohhhhhhhhhh... LMAO.  Well, you can call then.  I will be at work, but there probably won't be anyone in there.  &lt;3",4
"also went back to Soap &amp; Glory's clean on me body wash, as my skin is quite dry...it has built in lotion ",4
Its a new feeling that Im enthusiastic to explore  ,4
"hoping, and praying ",4
@LetterM thanks for the add on Blip ,4
@_EdwardCullen_ I even saved a picture of it to my computer! Haha. ,4
Woke up at like 8:30... Tired... But gonna bbq with miss amy so gonna be a good day ,4
@cryst_trueblue yeah lolz cant wait till the movie only 6 more days till it comes out ,4
@laureent I think it's worth it. We'll definitely be back to The Lingnan #yeg ,4
"spray painted tshirts, swings, bouncy things, wii and mollys soccer game with sammy ",4
off to California Adventure ,4
"@Wise_Diva You plan early!   The Red Sox will be here playing the Braves that afternoon, and Kid Rock will be here that eve. Hmmm.",4
@toren3d You MUST be crazy!!!!!!!!!!! ,4
Trying to find somebody to know... ,4
backrub please ,4
fair city now! ,4
@JaredDay Good luck! ,4
thinking about going country next year &quot;D i think i just might do it tooo! lol. redneck yawww ,4
woo! what a walk with babe and doggie  haha too bad im beat out.. thats pretty bad,4
"@dramamamma i'm hanging with my momma, doing a lil more hmwk, and then hopefully meeting ya later for some waves. ",4
@matthewcarey I so so SO love The West Wing!! I have them all  ?,4
@JordanisCreativ I have hopes of seeing more of him when we move to SF.. I love music that is mind opening ,4
"@s0nerdy Fingers crossed it wont  Plus you'd have to wait 3 weeks before making a claim, mega annoying!",4
live now  http://www.blogtv.com/people/psush_girl,4
"Twix, Mt. Dew Code Red, and Jasper... I will NOT fall asleep on this rainy interstate. ",4
"@Cody_K I could go for that. Plus, it's stimulus: construction money. ",4
"@keza34 Aww, if you take a look at my twitpic pages, there are some pics of my parents dogs and my friends dogs! Link to follow! ",4
"'this time baby i'll be bulletttprooffff' love dat song, right off now bubi ",4
south pacific  xoxo erin ,4
@BambiBlue I'll check when I get home ,4
"@MsUndrstood These burgers are right off the grill, too. Can you say Angus? I did.   Yummy!",4
@msmoss  can still read your updates ,4
okiee im off i myt cumin on later but i deffo be on tommorow x ,4
Feel like carrying some furniture? ,4
looking forward to a bright spot in an otherwise dreary day ,4
@cloddagh apparently it does-you just need to rinse more ,4
Reveling in the awesomeness that is my circa 1880 book of Lord Byron poetry  I looove getting old books!,4
lovessss getting free stuff from work ,4
Anyone want the NEW song &quot;The Borrowing&quot; by Nobody Yet? They gave me specific instructions to send it to everyone I know. ,4
@Twiter_ME_This you aren't a baseball fan??  Too bad. Its a great way to enjoy the wonderful spring weather. ,4
@crashypoo haha. Shut up ,4
@JuneBug143 aw happy birthday  what u gunna be doin?,4
aww shout out to @JUBE_HAMBONE for showin me loveee. thanks ,4
@djenferno dj Enfernooooo! how are youuuuuuuuuuuuuuu ,4
@nuttychris goood x + not much.. just listening to music ,4
@campusanis Oh thank goodness THAT was the similarity XD I was kinda scared it might be something odd XD props on the proper picture now! ,4
"@mstvfan Thanks, you too! The doing of chores is never as bad as the worry about not doing. My mind thinks well in the background too. ",4
@Viooltjeswegman LOL ... i am going to call in sick tomorrow i think ... ,4
"must admit, i'm enjoying the pressure of finals week. i always do. oh, lovely exams and papers, so much to do in the next 60 hours. ",4
@RoobieRockstar I just noticed on the GDA forums that Green Day have confirmed the Aussie tour starts December! ,4
@TBrennfoerder That's who I was talking about. I'm seeing them on Tuesday. ,4
"Almost done with my new blog, built on Sharepoint - what else? ",4
#guidestones the conspiracy theorists who hate them simply don't understand them. I will challenge anyone to this.  #bringiton,4
&quot;The hardest sell you'll ever make is to yourself!&quot; -Henie- ,4
"@TarotByArwen Doing great, just trying to juggle the three jobs and keep from running crazy. Gotta get my freaking WIP going faster!! ",4
"Whiplash neck still bothering me, so had to go for a lie down after mass. Who put this box of Waitrose chocolate covered biscuits here? ",4
"@tradingnothing I was on twitter once before, its ok. you don't remember me .....................boooo hoooooo....sniff sniffle ",4
"@Fittertwit No problem, I'll be posting a schedule soon to that. ",4
@Fedora314 Which part? Or the whole thing?  I don't think anyone minded one bit. ,4
@abby_c i should be in that bag ,4
@DLoesch Congrats to the Loesch gentlemen! ,4
just came back from running with the dog - awsome as always ,4
Taking Mom 2 see Ghost of GF past.  Should B a hoot.  ,4
I think I owe some people an adobo recipe...I promised while I was sick. ,4
@meganandcompany      my words are true.,4
http://twitpic.com/4htc1 - my nephew getting ready to catch at a game a few weeks ago.  ,4
3 mimosas down by noon ,4
@RobTSmith thx for follow me  hop enjoy with my tweet ,4
"If Tom's CMS keeps looking this good, I'll probably be using it on MyBBTuts. ",4
I`m back  !  Talk to me . (: I`ve been on re.view.me for like EVER,4
my playlist started all over again ,4
@trvsbrkr http://twitpic.com/4hu4x - wooow ,4
Happy Birthday to me!  ,4
"and scream all over the dang gone church, my hands was itching to beat her little butt...lol but I was giving HIM the glory today ",4
nothing and nothing...noone online?missing NY! now im gonna sleep  thx people 4 waiting in the airport NEVER FORGET &lt;3,4
@PeterDeeTM I sent mine in!  hope they awnser it! ,4
Still having a hard time pricing my jewelry? Any tips for me? ,4
@ZACharnas And you have a back rub in return to look forward too ,4
too bad stress doesn't burn as many calories as running...or I'd be good to go ,4
@MTVBuzzworthy I love this songgg thanks ,4
@angelofmel Nothing wrong with that.  I love her album at the moment.  ,4
"shopping my closet; I found leopard tights, a red sonia rykiel sweater, and a sequined shrug.. screams for a flashy outfit ",4
"@RudolphRedNose Sure! The bike is like this http://twitpic.com/4hu3b Thanks a lot, Rudolph! ",4
Finally ...Sunday Lunch ,4
Hot day in Florida!  Time for some A/C!!  Thanks for following!  You're great!  ,4
@traqicthoughtz LMAO @ least your not some cum swapping slut.  (via @simplyjj) 0_0,4
http://twitpic.com/4huau - we measured ourselves ,4
"@WeAreTheUsed here it was a sunny day , 24 degrees (celsius) ",4
sunday is stay home day and that's wat im doin lolz ,4
@Princess_Luara Don't worry you'll get the hang of it soon enough!!! ,4
can't get tired of 3OH!3. ,4
@Mr_Geoff lol. I am a danger to myself. We'd been chatting in the cab so felt rude not to! My London friends cracked up about it ,4
By the end of this week all of my group projects and papers WILL be done and then it's on to summer ,4
@MandyyJirouxx Hey mandy  hows it going? the hoedown throdown video is so funnnny the bloopers!  xo,4
@seleenax YAH. i have you  do the same for me.,4
@Misslittleash same thing happened 2 me lol... its cus your gainin weight in all the right places ,4
@SoulUK anytime! ,4
Birthday in t-minus 6 days ,4
@alessiamissita I love the smell of planes and runways. But it's a novelty pour moi  xxx,4
@Lainey315 You could always submit a few old photos and save a couple for new shots at the end of month. You can enter up to 5 pictures. ,4
"@pocketlost Wendy's double with cheese. No joke. I hate fast food, but it's the only thing that sorts me out. Thank me later. ",4
@EvertB LOL sounds like my kids ,4
@terryip  wife was sitting right here! But she just didn't stop me. Finally the xbox seized up and told me to get off.,4
@joeboyfresh old fob is the bomb ,4
off to fullmoon ,4
who wears short shorts? i wear short shorts!! NOT. ,4
@ishmejamie I can do both at the same time it just takes longer ,4
time to be out n about. its a pretty day in el lay ,4
@GarryWayftw I love you too Katie  And I agree that PATD should play when you're in America. That way you'll HAVE to take me in your case.,4
@joliefans Angelina Jolie is the most admirable and beautiful woman in the world. fact. She leaves me in awe! ,4
"Must admit it, I like the new Knight Rider ",4
"Ahhh ok, I feel better now happy day ",4
Excuse me.... Don't hate on my J-crew wellies   http://yfrog.com/0r4f1j,4
@Ilkee the fobcure! cure all your ailments. regrows hair. ,4
Denver at home for Game 1... We Got This!! Can't wait to get to LA!! ALL THE WAY WE GO ,4
"@Mediamum Hey now, aren't you supposed to be editing? ",4
"Hey @direngrey, I'd like to see Increase Blue added to your MySpace! I'd also like to see you guys come back to Canada soon... ",4
@wendilynnmakeup Hi Wendi! Are you enjoying your weekend? Did you have much fun yesterday? Thanks for all the pics ,4
"just spent 100 quid in one go. Regina Spektor tickets though, so definitely worth it ",4
Oh i love the voice over bloke on come dine with me V F LOL ,4
with hannah! being all twilighty! ,4
@Eldirao its fine ,4
@BHAZE What do you want to be? ,4
@heidimontag how come you dont have your wedding ring on in that picture on us weekly chick?!  you are amazing either way! w/b!!!,4
"@Kiwi_Si emmmm the smart thing to do in London or Paris is to use Public Transport of Taxis, only the brave or the foolish drive there ",4
"Well, off for some lunch &amp; then to see The Soloist. Jamie Foxx lookalike yesterday singing reminded me of what may be a great flick. ",4
@chaotic_barb I got a couple blue barrels form a fish farm tossing them out. $0 compost barrels. I balk at any cost. ,4
@MzJay08 I think my blackberry is my first love!! ,4
@celiarivenbark Who cares about the story- Just like looking at Matthew ,4
what a beautiful day in the neighborhood  sunshine!!,4
It felt so good to ride that after the show I'm gonna take the 2 1/2 hour ride to Atlanta get a steak and maybe ride all the way home. ,4
@PHOBIA2 Can�t wait to listen to your new tracks!!! ,4
Morning. Sundays are awesome! I don't have to do anything but chillax ,4
Listening to Swing Swing by the All-American Rejects. ,4
@kaitywilliams yep same feedback here haha ,4
"Bought some new LPs today.  Very happy about my purchase, but also very expensive. Bio Lab - Way to go! Thanks for screwing me over!",4
"@TarotByArwen Thanks, Arwen! That's a great message for me right now. ",4
@jamiegoode so wot's your mood and wot wine is in the rack? ,4
@SrErik stupid wire transfers! You'll get the keys soon enough!  very excited for you!,4
Working on one of my stories. Got a few more ideas to try to work in. ,4
@ShannonElizab I do mean danceS for sure ,4
 I love talking to you. Even if its simple words.,4
@LittleGigiGirl My Sister's Keeper by Jodi Picoult.  Not sure if you'll see it on #Viewpoints - I'm not good at book reviews. ,4
@taskwriter Correction: Thanks! My username is teelook - I'd love to tryout version 2.0 of taskwriter ,4
Had a wonderful weekend in Real Estate.  Dallas is on fire ,4
"@Moonsinger you aren't a wannabe, you are you ",4
"@bella__italiana No prob it's my pleasure, I definitely enjoy ur tweets on fashion ",4
"I was supposed to be drinking more water, rather than drinking wine ... I blame it on my water machine not arriving ",4
@BoomKack hope it goes well sis ! love ya ,4
"@NathalieKinders he's just a guy who got drunk and said something stupid. Try not to dwell on it, lovie, he's still seb ",4
"off to ssk promotionals, wiish me luuck. ",4
I love beating my husband in ping pong ,4
At church. I can control the entire service from my iPhone. It rocks ,4
"@taylorswift13 omgsh, what shoes are those, and where'd you get them? i legit want them now! ",4
@davegarnar or how about you just pick something up. Can get drunk AND still play street fighter ,4
@jackieollie Hey  How are you??,4
chillin' to good music ,4
@rulette - nice to tweet you! Loving your site (as geek in camping family especially  http://www.outdoorafro.com/ - do Muir Woods trips?,4
got accepted into Brock University ,4
"Well, twitters, good-night and sweet dreams  XOXO Tehila",4
Is Hopefully going to go and see the new Hannah Montanna Movie tomorrow on my day off with Livvy + Ali  Should be fun!!,4
sooo confused...gonna cal my best friend  hopefully that'll cheer me up,4
boom boom pow by the BEP?..worst song i have ever heard and guess what?..its been no.1 in America for 3 weeks!..typical! ,4
@DebbieFletcher haha! tom was so cute  it's the same xX gosh.. i really don't know if they have twitter :/ do u like harry potter? ,4
@lifeinthegalaxy Thanks for retweeting ,4
"@Jerry_Remy Jerry, you do what's bestt for you and your health! We (and the #RedSox) will be here when you've rested up! ",4
@Kate_Butler I'll think you'll like them. they are playing Liverpool on 13th ,4
#hoppusday  ,4
@TrinaWright Do I look it in this photo?  http://bit.ly/19cHua,4
Texting a lot fo people  lol,4
@tweexchanger great article on you guys ,4
@IAmKahlaFierce Girl You Are Soooo Right. There Ain't No Need To Hate...Haters Just Can't Handle It ,4
"@Spitphyre i wore a black and white top, a black skirt and my black and white charles &amp; keith peep toes!! ",4
ewww writing a persuasive essay on huckleberry finn =( and eating ice cream ,4
@Sims3Website i love Come Dine With Me! it has to be a great prog ,4
@agirlinlove that's you in a nutshell sister.  you in a nutshell is funny.  ,4
she's definitely breaking a lot of guys hearts in the future haha! what a beauty this kid is  http://tinyurl.com/cag4l7,4
@EverywhereTrip welcome to Rome! do send me a postcard!  ,4
"@fatherz, not sure if I phrased it as eloquently as you, but I could tell she had a new perspective she didn't have before. ",4
"#Lahore @kashaziz: @shirazam #Karachi is bit hot, otherwise its ok here, at least till now  ---Lahore c.. http://tinyurl.com/dxcq8s",4
damn im sleepyyy as crap. // so u kno wat THAT means!!! ,4
@diva70 by sweetie   12 more days..,4
"Yeah, surprise second set from Pandora's Box who were great yesterday  Mozzy Green not so hot, should play some major chords sometimes...",4
Eating Fish ,4
Testing. testing. is this on? someone at reply me. ,4
I'm currently starting a business instead of going to Hawaii. I feel rather good about that ,4
@davideisert LOL if you wanna drive we'll keep em hot ,4
@guitarstikibars The things I DON'T miss... ,4
@ldot for you id do it on the strength ,4
@EarthFire hehe ,4
@BrandyWandLover. Thanks.   That one was at Celeb BB in Jan 07.,4
@pokeyoats goof was a typo for good but serendepitously it works too. ,4
Been jugglin a bit today  looking forward to #jugglecon 2 tommorrow ,4
Useing qtweeter on my iPod for the first time ,4
"@ClemsonCutie if there's any consolation I'm not a thug,so you can smile for a lil bit today ",4
making JAMBALAYA! and it smells soooo good ,4
"@Jerry_Wilson I am going to sit in my backyard, listen to Rascal Flatts and start reading the God's Not Dead book that I just received. ",4
hoping to get some tickets for the jonas brothers this november with our rockk ,4
Leaving work... yay!! ,4
"@eunice007 I'm doing alright. Finals start this week but I checked out from school weeks ago lol. Oh well, it'll all end soon  And you?",4
@lovejones83 Not at all! Rock your shit girl ,4
@MandyyJirouxx lifes good ,4
Gonna go on a walk....as soon as they babe and baby wake up ,4
http://twitpic.com/4hure - I can vote! ,4
@chekchouka Good news ! ,4
@sirgabe Haha. I'm not THAT big  How are you buddy?,4
@fefetaktak oh ok! thank you for explaining! happy #poynterday  x,4
Good afternoon! Off to have breakfast/lunch ,4
Ice cream trucks are love ,4
@mileycyrus are you allowed to curse? ,4
"@linnjeanette hahhahhhaha, yeah, I forgot, I'm so forgetfull when it comes to this kind of stuff ",4
having seen the cover - it was definitely &quot;in order to dance 5&quot; ,4
Missing my Christina-face. Hope she's back before too long. ,4
@therealsobreiro how'd you find DEAD SET?   BTW : Zuda says your final rank is 1st. Did you win?,4
I love it when you can tell when someone uses t9/ predictive text. For example: &quot;have a home night.&quot; ,4
"I'm going to take a shower, and no you didn't really *need* to know that but I felt like sharing anyways ",4
Ms. Marple time ,4
@Ghaar43 Where were u born so I know if this is really U? ,4
just getting use to it ,4
watching heat game ,4
"@jackieollie I'm fine, just gonna start bumping my stories on VIP ",4
"@GammaInfinity It just brightened up my rainy day over here. Just in time for Polaroid Week, too! ",4
@Yaraher yes is different eat at a totally vegetarian restaurant. The food feels good and light ,4
I love jamba juice ,4
"2 more months, and I will be working form home all the time!! ",4
@forbairt dotProject is relatively quiet these days.. but the fork (web2project) is starting to draw some attention and community ,4
"@Nancy2191 yes, yes it is ",4
@Evy26 I hope there is still a title race - maybe Man City can do us a favor!  It was all to eat today &amp; I hope Xabi is alright.,4
@CookTime Thank you baby   You are a Cook fan I am a Fantasia fan -U  dont like things being said about David I feel the same about Tasia,4
"So, I was cleaning my room...when....I found my old VideoNow. It was a portable video thingymabober. HEHE! I need new movies for it tho! ",4
Bored at work...TIme needs needs to hurry i wanna go to the gym ,4
@bizinatch lmao... going to watch after sex now  gotta grab more french toast first,4
"@almightygod Laundry was created to torture people, wasn't it   Wishing you a smite free Sunday ",4
@khopkinson it's been warm and sunny here today ,4
is new on twitter. I'm looking around. ,4
Dad let me drive the suburban today finally! Haha ,4
@Abaddon12 I love you too ,4
yay  food was great!,4
@sofiefontaine hmm ill have to look into it ,4
"@ninjen, that's a peculiar meal combination to me. ",4
@chesterbr lol I love that ,4
Liking this new magzine software ooooh ,4
"@web20wealth Hi, can I DM you about a marketing gig? Thanks ",4
loves burning tree  @singlespeed4815 @whoistoddjones,4
@esganzerla thanks 4 the help!  let's hope he'll keep it,4
"Alright, i'm just testing my phone's twitter ",4
"@sophiebaron very good! max was impressed. haha.  well, we went to the firehaus for dinner/drinks.  let's just say...i'm 21 &amp; enjoyed it ",4
john the day just started!  im baby sitting nowowowow,4
" @MsNovember It's a shame all the women in Mamma Mia are so horny, since all the men on this island are so.. http://tr.im/kmET",4
"Oh KNEE-TOE  Doing gooood, but has to write a dumb essay.",4
"@Sonia1127 i thought gambit was pretty hot, but my favorite was the young scott summers ",4
"@Stormb441 it'll be easier for you if he starts driving, you can sleep the night in peace ",4
"@ladymeag you warned us what, not when!  but we are all glad ",4
@gfalcone601 gi which is your favourite @davidarchie song?? haha ,4
@dallasblack Ohh how wonderful...I know I am going to LOVE IT! Do I get a hint  or wait to be surprised?,4
@Cassiekins Heyyyyy!  Pretty good. You?,4
"@Aubrey86 @Vbranc86 I agree, I don't care what people on facebook are doing, I care about you guys and the 10 random celebrities I follow ",4
 Can't wait to see the garden!,4
going to a field to ride bicycle with my cousins. i'm stopping to be so sedentary ,4
@desde_debajo I know the real life Brian Griffin!  jokes,4
@shawnjfeldman agreed ,4
@MartyBTV oh that's madd cool. ,4
